id,cds,amt,wday
5386,2,47.98,Thu
5386,2,30.87,Wed
5386,4,46.46,Sun
5386,1,12.99,Sun
5398,2,33.98,Fri
5398,1,11.49,Tue
5398,1,19.49,Thu
5398,1,14.7,Tue
5398,2,43.98,Mon
5403,1,14.96,Thu
5403,1,12.58,Sat
5403,2,21.19,Fri
5403,2,21.87,Sat
5403,4,47.96,Mon
5404,3,41.47,Thu
5404,2,37.46,Sun
5404,2,28.74,Fri
5404,1,21.99,Mon
5404,1,15.49,Mon
5405,5,66.95,Fri
5405,1,14.96,Wed
5405,7,105.93,Mon
5405,5,112.72,Wed
5405,2,40.74,Sat
5416,1,5.49,Tue
5416,1,19.99,Mon
5416,1,13.97,Sat
5416,2,36.48,Fri
5416,1,13.97,Sat
5420,1,15.36,Fri
5420,7,95.98,Mon
5420,7,99.21,Thu
5420,5,69.45,Thu
5420,4,56.46,Sat
5427,1,13.97,Wed
5427,2,38.13,Sun
5427,2,30.72,Fri
5427,3,43.7,Fri
5427,3,34.97,Wed
5436,9,127.91,Fri
5436,8,110.04,Fri
5436,5,74.38,Mon
5436,8,113.92,Fri
5436,6,86.58,Mon
5437,12,182.68,Tue
5437,7,76.43,Sat
5437,9,133.91,Thu
5437,8,134.42,Sun
5437,15,202.51,Sat
5440,1,16.49,Mon
5440,1,14.49,Tue
5440,1,11.49,Tue
5440,1,15.99,Tue
5440,1,13.97,Sat
5444,1,12.99,Wed
5444,2,15.98,Tue
5444,3,14.47,Sun
5444,4,28.46,Tue
5444,3,27.97,Fri
5447,1,16.7,Wed
5447,1,16.7,Tue
5447,1,11.77,Mon
5447,1,10.9,Thu
5447,1,12.99,Fri
5460,2,29.98,Sun
5460,1,14.42,Thu
5460,1,15.49,Sun
5460,3,45.69,Wed
5460,1,11.77,Fri
5466,2,23.76,Wed
5466,1,9.99,Thu
5466,1,12.58,Thu
5466,1,12.58,Wed
5466,1,14.96,Tue
5474,3,37.47,Thu
5474,7,102.36,Tue
5474,1,3.99,Mon
5474,1,15.96,Sat
5474,2,9.98,Wed
5477,2,27.48,Tue
5477,3,70.97,Thu
5477,1,11.99,Mon
5477,1,11.49,Fri
5477,1,15.49,Mon
5478,2,25.98,Fri
5478,1,11.88,Mon
5478,1,14.99,Fri
5478,1,11.49,Fri
5478,2,25.98,Thu
5488,2,27.87,Thu
5488,1,15.49,Wed
5488,1,15.49,Thu
5488,3,32.14,Fri
5488,1,16.49,Mon
5497,1,11.77,Wed
5497,1,20.97,Sat
5497,1,9.49,Sat
5497,2,17.98,Sat
5497,1,14.99,Mon
5499,1,8.97,Thu
5499,1,12.97,Wed
5499,1,12.97,Mon
5499,2,22.48,Sun
5499,4,71.46,Sun
5506,3,39.45,Mon
5506,2,26.17,Thu
5506,1,11.99,Wed
5506,1,11.99,Tue
5506,1,9.49,Sun
5509,5,57.63,Wed
5509,1,15.99,Fri
5509,2,48.48,Wed
5509,2,24.48,Fri
5509,5,93.95,Fri
5511,1,14.49,Tue
5511,1,10.77,Mon
5511,1,29.99,Tue
5511,2,27.14,Wed
5511,1,14.96,Mon
5525,2,31.48,Thu
5525,2,43.34,Sun
5525,3,35.31,Sun
5525,2,24.74,Sun
5525,1,11.77,Thu
5527,1,12.99,Tue
5527,1,14.99,Mon
5527,1,2.99,Fri
5527,1,26.99,Thu
5527,1,19.99,Sat
5541,1,13.99,Thu
5541,1,13.97,Wed
5541,1,11.77,Tue
5541,1,13.97,Mon
5541,2,27.94,Wed
5550,2,33.74,Tue
5550,8,148.54,Sat
5550,4,82.67,Mon
5550,5,62.85,Tue
5550,3,48.96,Thu
5551,3,43.89,Wed
5551,1,21.68,Sun
5551,1,45.99,Mon
5551,3,63.47,Wed
5551,2,28.48,Sun
5553,3,38.47,Tue
5553,6,75.01,Wed
5553,2,62.93,Fri
5553,1,62.99,Sun
5553,4,101.65,Sun
5574,1,14.37,Sat
5574,1,14.37,Mon
5574,1,9.98,Mon
5574,3,40.86,Tue
5574,3,36.36,Sun
5575,1,16.99,Fri
5575,2,22.98,Thu
5575,1,8.49,Mon
5575,2,31.98,Fri
5575,3,18.47,Tue
5594,1,19.99,Wed
5594,1,21.99,Sat
5594,1,10.77,Thu
5594,1,13.97,Sun
5594,2,26.73,Sun
5600,3,34.47,Wed
5600,5,58.73,Sun
5600,3,43.97,Mon
5600,5,59.04,Fri
5600,1,27.99,Thu
5601,1,18.7,Thu
5601,1,10.77,Thu
5601,2,21.78,Tue
5601,1,15.96,Mon
5601,1,15.96,Tue
5606,1,15.9,Wed
5606,1,79.99,Sat
5606,3,47.2,Mon
5606,3,38.92,Thu
5606,2,30.32,Mon
5608,5,100.45,Mon
5608,4,55.85,Wed
5608,4,48.96,Sun
5608,7,104.43,Wed
5608,6,79.4,Sun
5610,2,26.3,Thu
5610,2,26.48,Sat
5610,5,79.45,Wed
5610,5,61.34,Sun
5610,1,17.99,Wed
5614,1,12.99,Tue
5614,1,14.96,Sat
5614,1,15.36,Sat
5614,1,6.79,Wed
5614,1,4.79,Wed
5618,2,32.48,Thu
5618,1,15.49,Tue
5618,3,47.97,Mon
5618,1,22.49,Fri
5618,1,33.86,Sat
5631,2,30.76,Wed
5631,8,120.95,Wed
5631,6,71.22,Mon
5631,1,11.49,Thu
5631,1,13.99,Mon
5634,2,30.48,Tue
5634,2,28.98,Wed
5634,1,11.77,Mon
5634,2,25.98,Sun
5634,2,32.92,Mon
5649,3,38.47,Thu
5649,12,134.78,Mon
5649,3,42.47,Wed
5649,1,11.77,Sun
5649,1,13.37,Tue
5657,3,36.34,Fri
5657,1,13.99,Thu
5657,1,22.99,Wed
5657,7,107.59,Sat
5657,7,95.93,Mon
5658,3,42.4,Wed
5658,3,43.97,Wed
5658,2,23.98,Wed
5658,1,19.99,Wed
5658,2,30.48,Fri
5665,3,42.97,Wed
5665,3,46.11,Mon
5665,3,43.53,Fri
5665,3,39.97,Fri
5665,3,41.52,Sat
5668,2,28.48,Sun
5668,1,13.99,Sun
5668,2,23.54,Thu
5668,2,23.54,Thu
5668,3,37.91,Thu
5670,3,46.47,Sat
5670,3,40.97,Wed
5670,4,51.27,Wed
5670,3,33.73,Thu
5670,3,33.31,Fri
5671,3,35.31,Thu
5671,3,35.31,Sun
5671,2,23.54,Wed
5671,1,7.98,Mon
5671,1,7.49,Fri
5677,9,154.92,Thu
5677,1,17.7,Wed
5677,2,137.14,Sun
5677,4,62.96,Sat
5677,12,169.38,Sun
5695,3,45.52,Mon
5695,2,74.6,Thu
5695,2,26.74,Thu
5695,2,28.26,Wed
5695,2,43.54,Mon
5698,4,34.96,Tue
5698,4,26.74,Sun
5698,2,31.92,Thu
5698,4,45.46,Tue
5698,1,14.96,Sun
5701,1,66.99,Sat
5701,1,11.88,Sun
5701,4,51.96,Tue
5701,1,10.49,Fri
5701,1,13.97,Thu
5708,1,12.49,Thu
5708,2,24.98,Sun
5708,3,41.71,Thu
5708,4,57.46,Mon
5708,1,12.49,Fri
5710,2,30.48,Fri
5710,2,26.98,Tue
5710,3,32.47,Thu
5710,1,5.99,Wed
5710,1,13.77,Wed
5711,2,33.98,Mon
5711,4,47.96,Mon
5711,1,11.49,Mon
5711,4,57.96,Wed
5711,4,47.96,Sun
5712,1,15.49,Sat
5712,1,16.7,Mon
5712,1,28.97,Thu
5712,1,28.97,Sat
5712,1,28.7,Sat
5720,1,14.37,Mon
5720,1,12.99,Tue
5720,1,12.99,Mon
5720,1,14.49,Thu
5720,1,14.37,Thu
5722,3,39.51,Thu
5722,2,39.74,Sun
5722,3,36.71,Fri
5722,3,35.97,Tue
5722,3,25.47,Tue
5723,1,15.36,Tue
5723,1,13.97,Tue
5723,4,54.19,Tue
5723,1,16.36,Sun
5723,2,30.19,Sun
5725,6,105.22,Thu
5725,4,46.5,Thu
5725,4,46.88,Mon
5725,2,27.98,Wed
5725,2,26.48,Mon
5731,2,21.54,Thu
5731,8,113.99,Mon
5731,6,109.62,Sun
5731,12,175.38,Mon
5731,2,62.98,Mon
5733,3,35.86,Fri
5733,1,12.99,Mon
5733,1,12.99,Thu
5733,1,11.49,Wed
5733,1,11.77,Tue
5736,1,8.77,Thu
5736,1,12.97,Wed
5736,2,31.32,Mon
5736,1,12.49,Wed
5736,1,16.49,Mon
5740,1,20.97,Mon
5740,1,14.37,Fri
5740,2,25.98,Fri
5740,1,12.99,Mon
5740,2,29.98,Thu
5741,1,14.96,Fri
5741,1,14.96,Sun
5741,1,14.96,Thu
5741,1,15.96,Tue
5741,2,31.92,Sun
5747,5,73.95,Wed
5747,4,69.07,Thu
5747,10,142.91,Sat
5747,3,48.7,Sun
5747,1,14.96,Sun
5749,3,38.5,Thu
5749,3,41.97,Sun
5749,1,12.58,Sat
5749,3,37.86,Thu
5749,1,13.99,Fri
5755,3,37.47,Mon
5755,3,37.47,Wed
5755,1,14.96,Tue
5755,1,13.97,Thu
5755,1,23.99,Mon
5756,3,39.71,Thu
5756,3,43.97,Wed
5756,1,14.49,Mon
5756,1,16.49,Fri
5756,4,60.46,Fri
5765,1,19.99,Thu
5765,4,59.45,Tue
5765,1,14.77,Wed
5765,6,77.22,Thu
5765,4,64.92,Tue
5772,3,33.86,Fri
5772,3,40.1,Sat
5772,4,54.67,Mon
5772,4,56.07,Thu
5772,2,34.98,Sun
5783,2,24.98,Sun
5783,1,15.7,Sat
5783,1,9.99,Fri
5783,1,13.99,Wed
5783,3,59.97,Tue
5784,4,57.27,Thu
5784,3,43.09,Mon
5784,4,57.92,Mon
5784,3,37.51,Wed
5784,3,41.1,Thu
5804,2,25.98,Tue
5804,4,47.96,Sun
5804,3,78.47,Mon
5804,1,11.02,Sun
5804,2,113.98,Tue
5808,1,11.49,Tue
5808,1,21.7,Sat
5808,1,24.7,Sat
5808,3,29.51,Wed
5808,4,86.69,Thu
5814,1,14.37,Thu
5814,1,18.99,Wed
5814,3,38.84,Mon
5814,2,28.34,Tue
5814,2,28.34,Sat
5827,3,39.97,Thu
5827,1,19.99,Mon
5827,1,21,Tue
5827,2,28.48,Sun
5827,1,14.96,Thu
5835,4,56.46,Wed
5835,1,12.99,Mon
5835,7,85.71,Tue
5835,1,11.77,Fri
5835,8,112.72,Mon
5842,3,40.7,Thu
5842,1,14.79,Thu
5842,2,27.13,Thu
5842,1,14.98,Wed
5842,1,14.79,Sun
5845,3,41.91,Thu
5845,3,47.71,Fri
5845,4,69.96,Mon
5845,5,64.17,Tue
5845,5,71.45,Thu
5847,3,42.31,Mon
5847,4,52.46,Fri
5847,3,59.47,Fri
5847,3,36.97,Thu
5847,1,12.58,Mon
5862,1,6.49,Fri
5862,3,78.51,Wed
5862,2,22.54,Sun
5862,2,30.98,Wed
5862,1,24.49,Sun
5863,6,94.94,Tue
5863,2,24.98,Thu
5863,1,25.49,Sun
5863,1,31.03,Fri
5863,3,55.52,Sun
5867,4,50.46,Wed
5867,2,25.07,Wed
5867,3,38.55,Wed
5867,3,45.97,Wed
5867,2,18.98,Sat
5868,1,14.99,Wed
5868,1,21.49,Sat
5868,3,48.9,Fri
5868,1,11.88,Fri
5868,1,26.99,Fri
5870,1,26.75,Tue
5870,5,92.96,Mon
5870,2,34.48,Wed
5870,1,14.37,Thu
5870,4,56.31,Thu
5872,1,30.99,Thu
5872,5,60.44,Sat
5872,1,11.97,Fri
5872,3,52.08,Fri
5872,1,27.99,Tue
5876,6,68.33,Thu
5876,2,5.98,Wed
5876,1,2.99,Sun
5876,9,79.3,Sun
5876,1,12.99,Sat
5878,4,104.96,Sat
5878,5,65.44,Tue
5878,4,55.96,Tue
5878,4,52.84,Thu
5878,2,29.33,Sun
5883,3,37.36,Mon
5883,6,72.21,Mon
5883,7,97.75,Sun
5883,3,44.29,Tue
5883,9,112.47,Sun
5893,1,22.49,Fri
5893,1,9.49,Mon
5893,1,22.49,Thu
5893,1,12.99,Mon
5893,2,28.98,Thu
5905,2,22.54,Thu
5905,2,25.74,Fri
5905,1,9.98,Sun
5905,2,25.56,Sun
5905,1,14.96,Sat
5906,3,36.97,Sat
5906,2,75.48,Tue
5906,6,97.44,Wed
5906,3,47.73,Tue
5906,1,11.88,Tue
5910,13,177.96,Sat
5910,1,11.77,Wed
5910,2,21.98,Sat
5910,2,26.48,Fri
5910,3,29.05,Sat
5912,3,40.97,Wed
5912,4,50.27,Sat
5912,3,55.47,Mon
5912,3,58.53,Thu
5912,2,26.73,Tue
5917,1,13.49,Wed
5917,5,55.89,Wed
5917,1,15.36,Tue
5917,3,49.32,Tue
5917,2,15.76,Mon
5929,2,25.48,Fri
5929,2,26.98,Thu
5929,1,14.96,Sat
5929,2,25.74,Sat
5929,1,6.78,Mon
5937,1,11.77,Mon
5937,4,52.47,Thu
5937,1,15.36,Tue
5937,2,28.93,Sun
5937,1,12.99,Sat
5939,1,11.77,Fri
5939,2,77.34,Tue
5939,1,15.36,Fri
5939,3,42.47,Wed
5939,6,82.44,Mon
5956,1,11.88,Tue
5956,1,12.58,Sun
5956,2,50.98,Wed
5956,1,12.58,Wed
5956,1,22.49,Mon
5958,1,13.97,Sun
5958,2,29.92,Sat
5958,2,30.6,Tue
5958,4,59.96,Mon
5958,3,37.04,Sun
5965,1,10.77,Fri
5965,1,46.97,Wed
5965,1,9.99,Fri
5965,1,11.77,Fri
5965,1,9.49,Thu
5971,2,23.54,Fri
5971,4,49.67,Mon
5971,1,11.77,Fri
5971,2,28.34,Tue
5971,1,15.49,Thu
5978,1,14.37,Sat
5978,2,32.33,Fri
5978,4,53.27,Wed
5978,1,14.37,Tue
5978,2,26.94,Wed
5981,1,54.99,Fri
5981,1,12.99,Fri
5981,2,137.48,Mon
5981,3,36.75,Wed
5981,1,12.99,Tue
5988,3,53.97,Sat
5988,4,54.44,Sun
5988,2,29.98,Sat
5988,3,36.75,Mon
5988,1,13.99,Sat
5995,1,14.49,Fri
5995,1,22.77,Mon
5995,1,59.99,Tue
5995,1,12.25,Wed
5995,1,89.7,Fri
5999,4,53.04,Tue
5999,4,59.96,Fri
5999,4,60.05,Fri
5999,4,59.25,Wed
5999,4,54.96,Sat
6003,1,12.99,Sat
6003,1,12.99,Tue
6003,3,41.91,Tue
6003,2,22.98,Tue
6003,3,45.52,Sat
6006,2,28.34,Fri
6006,5,77.06,Sat
6006,1,21.99,Sun
6006,2,23.98,Thu
6006,1,25.99,Wed
6011,2,17.98,Sat
6011,1,14.96,Fri
6011,2,28.93,Fri
6011,1,15.36,Sun
6011,2,29.54,Sat
6013,2,32.32,Thu
6013,2,39.95,Fri
6013,1,13.97,Fri
6013,1,37.77,Wed
6013,8,145.52,Tue
6017,2,65.54,Tue
6017,4,57.67,Fri
6017,2,28.93,Tue
6017,3,40.51,Wed
6017,2,28.34,Thu
6019,2,13.98,Tue
6019,1,13.99,Fri
6019,2,14.98,Wed
6019,2,32.48,Wed
6019,1,11.77,Thu
6026,3,31.25,Sat
6026,2,27.98,Fri
6026,1,9.99,Tue
6026,2,28.13,Fri
6026,2,34.74,Wed
6033,2,32.27,Fri
6033,1,14.37,Sun
6033,1,13.97,Mon
6033,1,13.97,Thu
6033,2,28.74,Sat
6042,2,28.97,Fri
6042,3,43.97,Mon
6042,2,26.98,Tue
6042,5,49.74,Mon
6042,4,58.65,Sat
6045,2,25.74,Fri
6045,2,29.92,Tue
6045,2,21.75,Sat
6045,1,12.99,Sun
6045,2,24.48,Wed
6051,3,104.39,Mon
6051,1,46.99,Sun
6051,3,35.64,Fri
6051,2,23.76,Wed
6051,1,16.49,Tue
6054,1,12.49,Mon
6054,1,11.49,Wed
6054,1,16.36,Thu
6054,1,12.25,Mon
6054,2,13.58,Fri
6056,1,22.49,Tue
6056,2,26.98,Fri
6056,2,27.98,Tue
6056,2,28.74,Mon
6056,3,38.11,Thu
6057,1,33.86,Sat
6057,1,11.99,Fri
6057,2,25.98,Fri
6057,1,13.99,Tue
6057,1,12.99,Wed
6060,22,315.28,Mon
6060,4,58.96,Sat
6060,1,9.77,Tue
6060,2,22.54,Fri
6060,1,22.77,Tue
6067,1,15.49,Tue
6067,4,58.46,Tue
6067,4,66.96,Sat
6067,17,229.97,Wed
6067,4,56.94,Thu
6072,3,33.51,Wed
6072,5,69.95,Sun
6072,2,66.54,Thu
6072,3,52.93,Wed
6072,1,15.96,Sun
6080,1,31.03,Tue
6080,1,19.99,Tue
6080,1,18.49,Mon
6080,1,23.49,Tue
6080,1,11.18,Sat
6089,2,16.76,Fri
6089,5,62.67,Thu
6089,3,35.64,Wed
6089,3,41.47,Wed
6089,2,27.57,Mon
6092,1,11.77,Thu
6092,1,15.49,Thu
6092,3,31.86,Sun
6092,1,12.97,Fri
6092,2,23.07,Sun
6117,1,11.99,Fri
6117,2,26.98,Sat
6117,3,34.47,Tue
6117,3,36.31,Thu
6117,4,52.67,Sat
6118,1,12.99,Tue
6118,3,31.31,Wed
6118,4,54.87,Fri
6118,1,36.99,Fri
6118,3,40.73,Fri
6120,5,70.84,Sat
6120,3,37.47,Fri
6120,2,24.48,Tue
6120,1,14.49,Mon
6120,1,12.99,Fri
6126,1,9.99,Fri
6126,1,9.99,Fri
6126,1,14.99,Sat
6126,1,24.49,Sun
6126,1,9.49,Mon
6127,3,66.47,Mon
6127,3,39.07,Fri
6127,1,15.49,Fri
6127,2,36.48,Mon
6127,1,12.49,Wed
6133,3,37.51,Fri
6133,5,75.41,Sun
6133,3,35.53,Sat
6133,1,16.96,Sun
6133,2,28.74,Wed
6135,2,28.98,Wed
6135,1,12.49,Sat
6135,4,55.47,Fri
6135,3,40.71,Tue
6135,2,21.48,Fri
6136,1,11.77,Fri
6136,1,15.96,Sat
6136,1,9.77,Sun
6136,1,11.49,Thu
6136,1,11.49,Mon
6140,3,43.7,Fri
6140,5,66.44,Wed
6140,4,56.65,Fri
6140,4,53.96,Fri
6140,3,41.4,Sun
6145,3,38.97,Sun
6145,4,50.96,Fri
6145,3,34.47,Tue
6145,3,38.47,Sun
6145,3,42.97,Thu
6147,2,21.98,Fri
6147,1,54.97,Tue
6147,1,11.7,Thu
6147,2,22.98,Thu
6147,1,10.99,Thu
6152,1,12.49,Sun
6152,1,49.37,Wed
6152,2,20.74,Sat
6152,1,22.49,Tue
6152,1,15.99,Sun
6153,5,74.54,Sun
6153,8,117.42,Tue
6153,5,49.45,Sun
6153,4,32.96,Fri
6153,8,116.78,Sat
6163,11,254.39,Tue
6163,4,61.87,Wed
6163,1,12.99,Sat
6163,1,12.99,Sat
6163,1,11.77,Fri
6170,2,29.98,Mon
6170,3,50.4,Fri
6170,2,37.98,Sat
6170,2,24.54,Tue
6170,2,19.55,Thu
6185,2,26.17,Thu
6185,8,99.96,Thu
6185,2,25.98,Mon
6185,2,25.94,Mon
6185,2,27.74,Wed
6187,2,30.98,Sat
6187,1,18.36,Fri
6187,4,56.68,Sun
6187,3,42.73,Wed
6187,1,6.77,Tue
6189,3,40.51,Fri
6189,1,13.97,Thu
6189,3,42.47,Sat
6189,1,20.99,Wed
6189,4,48.96,Fri
6197,2,29.98,Mon
6197,3,55.47,Sun
6197,2,18.98,Wed
6197,1,15.36,Thu
6197,4,59.25,Fri
6207,1,20.99,Fri
6207,2,23.54,Tue
6207,1,6.49,Thu
6207,3,71.47,Fri
6207,1,19.49,Sat
6209,1,12.72,Fri
6209,1,28.49,Thu
6209,2,28.98,Fri
6209,1,14.99,Fri
6209,1,9.49,Tue
6218,4,63.7,Fri
6218,4,53.07,Tue
6218,3,44.12,Tue
6218,2,29.93,Tue
6218,4,59.96,Fri
6225,3,42.97,Wed
6225,2,25.98,Sun
6225,1,10.77,Wed
6225,3,29.53,Wed
6225,3,36.71,Sat
6227,1,5.49,Tue
6227,1,13.99,Sat
6227,1,61.81,Fri
6227,2,16.55,Mon
6227,3,48.32,Sat
6242,1,38.49,Sat
6242,1,13.99,Thu
6242,5,80.95,Mon
6242,1,12.99,Mon
6242,3,37.47,Tue
6243,1,12.49,Tue
6243,1,14.49,Tue
6243,4,98.96,Thu
6243,2,87.98,Fri
6243,1,13.97,Sat
6244,2,42.98,Sun
6244,4,37.44,Fri
6244,3,30.4,Sat
6244,1,14.99,Wed
6244,1,14.99,Wed
6249,3,48.47,Wed
6249,4,65.96,Sat
6249,1,12.99,Thu
6249,3,49.3,Fri
6249,3,49.1,Mon
6253,3,36.51,Sat
6253,1,26.99,Fri
6253,1,14.49,Sat
6253,1,14.49,Tue
6253,1,22.49,Wed
6261,2,64.17,Fri
6261,2,60.86,Fri
6261,2,25.57,Fri
6261,4,47.08,Sat
6261,1,14.99,Sun
6266,1,17.99,Mon
6266,2,30.98,Sat
6266,2,29.73,Sat
6266,6,121.29,Thu
6266,3,38.5,Tue
6270,7,81.93,Mon
6270,2,20.54,Sat
6270,1,10.99,Wed
6270,1,35.77,Sat
6270,1,14.99,Sun
6273,2,29.92,Tue
6273,3,40.97,Tue
6273,3,71.97,Sun
6273,3,38.97,Tue
6273,1,12.99,Thu
6283,7,81.59,Sat
6283,5,72.66,Mon
6283,5,103.24,Sat
6283,5,52.95,Wed
6283,7,80.93,Sun
6285,2,27.98,Sun
6285,7,91.43,Tue
6285,9,116.91,Sat
6285,6,79.94,Sat
6285,10,226.08,Tue
6290,3,37.51,Sat
6290,3,47.08,Tue
6290,2,29.33,Sun
6290,3,34.71,Sat
6290,2,24.74,Sat
6296,2,27.13,Wed
6296,1,11.77,Thu
6296,1,11.77,Wed
6296,1,14.37,Thu
6296,1,11.77,Tue
6305,1,18.49,Tue
6305,3,43.3,Sun
6305,4,39.52,Sat
6305,5,33.33,Fri
6305,4,33.34,Sat
6310,1,16.99,Sat
6310,1,14.96,Thu
6310,1,14.96,Tue
6310,1,13.99,Mon
6310,4,43.46,Mon
6311,1,12.49,Sat
6311,1,2.99,Sun
6311,1,2.99,Sun
6311,1,13.99,Wed
6311,1,13.99,Wed
6315,6,82.01,Sat
6315,4,47.47,Mon
6315,2,28.94,Tue
6315,3,23.74,Wed
6315,2,25.98,Tue
6320,1,24.49,Wed
6320,1,13.97,Sat
6320,4,63.91,Sat
6320,1,19.99,Tue
6320,1,14.49,Sat
6322,5,74.95,Wed
6322,6,106.44,Sat
6322,5,77.45,Fri
6322,5,141.95,Mon
6322,1,15.96,Mon
6324,1,12.99,Wed
6324,1,14.79,Sat
6324,1,9.49,Sun
6324,2,13.76,Sat
6324,1,11.77,Thu
6335,2,26.73,Sat
6335,1,12.77,Sat
6335,4,69.46,Thu
6335,4,50.46,Sat
6335,2,59.48,Tue
6338,2,31.32,Tue
6338,5,74.61,Thu
6338,2,28.13,Sat
6338,3,37.91,Sun
6338,5,66.84,Mon
6348,3,44.3,Sat
6348,5,72.69,Fri
6348,5,74.52,Thu
6348,7,101.01,Mon
6348,1,13.97,Fri
6355,4,57.35,Thu
6355,2,32.98,Sat
6355,3,72.97,Mon
6355,5,61.45,Sat
6355,2,27.93,Mon
6373,1,13.99,Tue
6373,1,11.88,Wed
6373,2,18.98,Tue
6373,1,17.49,Wed
6373,1,12.98,Sat
6375,1,10.49,Thu
6375,1,16.49,Sat
6375,2,53.98,Fri
6375,1,11.49,Tue
6375,2,27.48,Thu
6379,8,98.23,Sat
6379,9,109.18,Tue
6379,10,144.93,Mon
6379,2,27.73,Wed
6379,8,94.97,Sun
6381,1,12.49,Thu
6381,1,9.49,Mon
6381,1,9.77,Sat
6381,1,6.78,Mon
6381,1,9.98,Fri
6394,6,104.44,Sun
6394,7,90.93,Sun
6394,7,119.43,Sat
6394,3,59.97,Mon
6394,1,8.49,Sat
6396,2,26.93,Tue
6396,2,29.33,Mon
6396,3,44.88,Tue
6396,2,27.95,Sat
6396,2,26.73,Fri
6397,4,54.46,Sun
6397,3,39.47,Tue
6397,3,34.47,Fri
6397,1,18.49,Wed
6397,3,54.97,Sat
6404,4,60.85,Thu
6404,1,22.49,Tue
6404,1,44.99,Mon
6404,1,12.49,Tue
6404,1,14.49,Sat
6405,4,60.87,Sat
6405,4,66.46,Tue
6405,4,50.46,Mon
6405,2,31.91,Sat
6405,5,66.54,Tue
6423,2,30.98,Sat
6423,2,25.57,Sun
6423,2,25.98,Tue
6423,2,24.98,Sun
6423,1,13.99,Fri
6432,1,34.49,Sat
6432,1,23.99,Thu
6432,1,13.99,Mon
6432,1,12.99,Mon
6432,2,25.98,Sun
6452,2,23.76,Sun
6452,3,43.3,Tue
6452,4,56.06,Tue
6452,1,14.96,Sat
6452,2,30.32,Sat
6462,1,15.49,Mon
6462,1,15.49,Tue
6462,3,86.31,Fri
6462,4,95.46,Wed
6462,2,27.13,Tue
6468,1,28.99,Sat
6468,1,16.49,Thu
6468,5,104.95,Sat
6468,1,20.99,Tue
6468,1,36.77,Sat
6482,12,159.49,Thu
6482,6,80.21,Sun
6482,3,32.93,Thu
6482,5,36.45,Thu
6482,1,12.99,Fri
6489,4,50.48,Sun
6489,3,45.68,Mon
6489,3,35.97,Tue
6489,1,11.49,Sun
6489,1,9.99,Sat
6494,5,43.49,Fri
6494,1,18.49,Wed
6494,3,39.25,Sun
6494,2,43.48,Sun
6494,3,48.47,Sun
6496,3,40.47,Sun
6496,2,19.98,Thu
6496,1,9.99,Fri
6496,1,7.98,Wed
6496,2,24.56,Fri
6499,5,68.45,Sun
6499,4,62.48,Fri
6499,1,11.49,Fri
6499,9,119.12,Sun
6499,7,98.78,Fri
6500,3,40.97,Sat
6500,3,36.47,Sun
6500,7,89.2,Fri
6500,2,26.98,Mon
6500,4,60.96,Fri
6508,2,17.96,Sun
6508,2,25.74,Mon
6508,6,79.09,Wed
6508,1,15.36,Sat
6508,1,9.49,Thu
6510,1,13.38,Tue
6510,1,14.78,Sun
6510,1,9.77,Sun
6510,1,9.98,Mon
6510,1,10.98,Fri
6515,1,12.49,Wed
6515,1,13.99,Mon
6515,2,77.76,Sun
6515,2,42.02,Mon
6515,1,29.99,Sat
6521,1,11.49,Thu
6521,1,9.49,Sun
6521,1,13.99,Mon
6521,3,50.97,Sun
6521,2,18.98,Sat
6526,1,35.49,Thu
6526,3,42.47,Thu
6526,7,125.43,Thu
6526,1,31.49,Thu
6526,1,28.49,Tue
6529,3,80.91,Sun
6529,4,59.88,Thu
6529,3,88.71,Tue
6529,3,36.91,Mon
6529,3,41.1,Sun
6541,3,41.47,Sun
6541,1,14.99,Mon
6541,1,14.99,Sun
6541,2,28.98,Mon
6541,1,16.65,Wed
6543,2,17.98,Sun
6543,3,54.32,Sun
6543,1,13.97,Wed
6543,1,15.36,Tue
6543,1,19.99,Tue
6546,1,14.96,Sun
6546,2,21.75,Fri
6546,3,42.2,Tue
6546,4,46.96,Mon
6546,3,44.86,Wed
6558,3,69.5,Sun
6558,1,14.79,Mon
6558,2,20.94,Fri
6558,1,58.77,Sun
6558,3,43.47,Sat
6562,2,26.87,Sun
6562,2,39.48,Thu
6562,5,47.51,Thu
6562,2,27.87,Sat
6562,1,9.49,Sat
6569,15,259.35,Tue
6569,3,50.97,Wed
6569,14,232.86,Mon
6569,12,187.88,Tue
6569,9,159.41,Tue
6576,1,14.96,Sun
6576,2,28.14,Sat
6576,1,13.97,Tue
6576,1,14.96,Sun
6576,4,55.66,Sun
6577,2,28.07,Sun
6577,1,12.99,Sat
6577,1,12.99,Sun
6577,1,12.99,Sun
6577,1,13.97,Sat
6591,1,9.97,Sun
6591,1,12.97,Mon
6591,3,42.7,Fri
6591,3,42.7,Wed
6591,3,40.23,Wed
6596,3,41.12,Sun
6596,1,12.97,Wed
6596,1,19.3,Sat
6596,2,25.98,Thu
6596,1,12.99,Sun
6598,3,41.68,Sun
6598,1,16.7,Tue
6598,2,27.68,Thu
6598,2,35.98,Sun
6598,1,16.99,Fri
6618,4,48.28,Sun
6618,5,72.98,Sun
6618,1,15.96,Sat
6618,1,12.97,Sun
6618,1,14.37,Sun
6659,5,47.45,Sun
6659,3,37.97,Sun
