id,amount,bank,operation,type,k_symbol
1298,13.3,nan,nan,PRIJEM,UROK
1298,11100.0,nan,VKLAD,PRIJEM,nan
1298,3581.0,GH,PREVOD Z UCTU,PRIJEM,nan
1298,66.0,nan,nan,PRIJEM,UROK
1298,3100.0,nan,VKLAD,PRIJEM,nan
1298,3581.0,GH,PREVOD Z UCTU,PRIJEM,nan
1298,100.5,nan,nan,PRIJEM,UROK
1298,2800.0,nan,VYBER,VYDAJ,nan
1298,3581.0,GH,PREVOD Z UCTU,PRIJEM,nan
1299,200.0,nan,VKLAD,PRIJEM,nan
1299,4141.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1299,15.8,nan,nan,PRIJEM,UROK
1299,4141.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1299,18.1,nan,nan,PRIJEM,UROK
1299,4141.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1299,18.1,nan,nan,PRIJEM,UROK
1299,4141.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1299,18.1,nan,nan,PRIJEM,UROK
1299,4141.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1299,2302.0,EF,PREVOD NA UCET,VYDAJ,SIPO
1300,800.0,nan,VKLAD,PRIJEM,nan
1300,14962.0,nan,VKLAD,PRIJEM,nan
1300,13338.0,nan,VKLAD,PRIJEM,nan
1300,44.6,nan,nan,PRIJEM,UROK
1300,800.0,nan,VYBER,VYDAJ,nan
1300,26753.0,nan,VKLAD,PRIJEM,nan
1300,6850.0,nan,VKLAD,PRIJEM,nan
1300,8817.0,nan,VKLAD,PRIJEM,nan
1300,100.0,nan,VYBER,VYDAJ,SLUZBY
1300,134.8,nan,nan,PRIJEM,UROK
1300,39001.0,nan,VKLAD,PRIJEM,nan
1301,200.0,nan,VKLAD,PRIJEM,nan
1301,36880.0,AB,PREVOD Z UCTU,PRIJEM,nan
1301,97.9,nan,nan,PRIJEM,UROK
1301,9300.0,nan,VYBER,VYDAJ,nan
1301,36880.0,AB,PREVOD Z UCTU,PRIJEM,nan
1301,228.9,nan,nan,PRIJEM,UROK
1301,21000.0,nan,VYBER,VYDAJ,nan
1301,36880.0,AB,PREVOD Z UCTU,PRIJEM,nan
1301,312.3,nan,nan,PRIJEM,UROK
1301,31600.0,nan,VYBER,VYDAJ,nan
1301,55320.0,AB,PREVOD Z UCTU,PRIJEM,nan
1302,500.0,nan,VKLAD,PRIJEM,nan
1302,20795.0,nan,VKLAD,PRIJEM,nan
1302,53.2,nan,nan,PRIJEM,UROK
1302,2800.0,nan,VKLAD,PRIJEM,nan
1302,20795.0,nan,VKLAD,PRIJEM,nan
1302,149.1,nan,nan,PRIJEM,UROK
1302,11000.0,nan,VYBER,VYDAJ,nan
1302,20795.0,nan,VKLAD,PRIJEM,nan
1302,212.1,nan,nan,PRIJEM,UROK
1302,14400.0,nan,VYBER,VYDAJ,nan
1302,31192.0,nan,VKLAD,PRIJEM,nan
1303,600.0,nan,VKLAD,PRIJEM,nan
1303,13663.0,nan,VKLAD,PRIJEM,nan
1303,4500.0,nan,VKLAD,PRIJEM,nan
1303,60.5,nan,nan,PRIJEM,UROK
1303,13663.0,nan,VKLAD,PRIJEM,nan
1303,5000.0,nan,VYBER,VYDAJ,nan
1303,107.3,nan,nan,PRIJEM,UROK
1303,13663.0,nan,VKLAD,PRIJEM,nan
1303,7000.0,nan,VYBER,VYDAJ,nan
1303,137.3,nan,nan,PRIJEM,UROK
1303,11400.0,nan,VYBER,VYDAJ,nan
1304,1000.0,nan,VKLAD,PRIJEM,nan
1304,21430.5,nan,VKLAD,PRIJEM,nan
1304,500.0,nan,VYBER,VYDAJ,nan
1304,42.6,nan,nan,PRIJEM,UROK
1304,14287.0,nan,VKLAD,PRIJEM,nan
1304,7700.0,nan,VYBER,VYDAJ,nan
1304,104.7,nan,nan,PRIJEM,UROK
1304,14287.0,nan,VKLAD,PRIJEM,nan
1304,6700.0,nan,VYBER,VYDAJ,nan
1304,135.5,nan,nan,PRIJEM,UROK
1304,14287.0,nan,VKLAD,PRIJEM,nan
1305,1100.0,nan,VKLAD,PRIJEM,nan
1305,5900.0,nan,VKLAD,PRIJEM,nan
1305,14163.0,nan,VKLAD,PRIJEM,nan
1305,71.1,nan,nan,PRIJEM,UROK
1305,500.0,nan,VYBER,VYDAJ,nan
1305,14163.0,nan,VKLAD,PRIJEM,nan
1305,134.3,nan,nan,PRIJEM,UROK
1305,7100.0,nan,VYBER,VYDAJ,nan
1305,14163.0,nan,VKLAD,PRIJEM,nan
1305,169.4,nan,nan,PRIJEM,UROK
1305,10300.0,nan,VYBER,VYDAJ,nan
1306,600.0,nan,VKLAD,PRIJEM,nan
1306,15844.0,nan,VKLAD,PRIJEM,nan
1306,4300.0,nan,VKLAD,PRIJEM,nan
1306,40.1,nan,nan,PRIJEM,UROK
1306,15844.0,nan,VKLAD,PRIJEM,nan
1306,6600.0,nan,VYBER,VYDAJ,nan
1306,103.9,nan,nan,PRIJEM,UROK
1306,15844.0,nan,VKLAD,PRIJEM,nan
1306,9400.0,nan,VYBER,VYDAJ,nan
1306,137.8,nan,nan,PRIJEM,UROK
1306,15844.0,nan,VKLAD,PRIJEM,nan
1307,700.0,nan,VKLAD,PRIJEM,nan
1307,43240.0,nan,VKLAD,PRIJEM,nan
1307,23.6,nan,nan,PRIJEM,UROK
1307,9600.0,nan,VYBER,VYDAJ,nan
1307,183.1,nan,nan,PRIJEM,UROK
1307,5400.0,nan,VYBER,VYDAJ,nan
1307,42512.0,nan,VKLAD,PRIJEM,nan
1307,256.2,nan,nan,PRIJEM,UROK
1307,32712.0,nan,VKLAD,PRIJEM,nan
1307,37800.0,nan,VYBER,VYDAJ,nan
1307,8255.0,nan,VKLAD,PRIJEM,nan
1308,200.0,nan,VKLAD,PRIJEM,nan
1308,24231.0,nan,VKLAD,PRIJEM,nan
1308,1600.0,nan,VKLAD,PRIJEM,nan
1308,45.5,nan,nan,PRIJEM,UROK
1308,24231.0,nan,VKLAD,PRIJEM,nan
1308,11400.0,nan,VYBER,VYDAJ,nan
1308,129.5,nan,nan,PRIJEM,UROK
1308,24231.0,nan,VKLAD,PRIJEM,nan
1308,20900.0,nan,VYBER,VYDAJ,nan
1308,167.7,nan,nan,PRIJEM,UROK
1308,24231.0,nan,VKLAD,PRIJEM,nan
1309,900.0,nan,VKLAD,PRIJEM,nan
1309,10444.0,nan,VKLAD,PRIJEM,nan
1309,27.0,nan,nan,PRIJEM,UROK
1309,7300.0,nan,VKLAD,PRIJEM,nan
1309,10444.0,nan,VKLAD,PRIJEM,nan
1309,92.6,nan,nan,PRIJEM,UROK
1309,1400.0,nan,VYBER,VYDAJ,nan
1309,10444.0,nan,VKLAD,PRIJEM,nan
1309,144.2,nan,nan,PRIJEM,UROK
1309,8700.0,nan,VYBER,VYDAJ,nan
1309,10444.0,nan,VKLAD,PRIJEM,nan
1310,400.0,nan,VKLAD,PRIJEM,nan
1310,6051.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
1310,6051.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
1310,6051.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
1310,6051.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
1310,2400.0,nan,VYBER,VYDAJ,nan
1310,30.8,nan,nan,PRIJEM,UROK
1310,6051.0,UV,PREVOD Z UCTU,PRIJEM,DUCHOD
1310,4200.0,nan,VYBER,VYDAJ,nan
1310,14.6,nan,VYBER,VYDAJ,SLUZBY
1310,95.3,nan,nan,PRIJEM,UROK
1311,900.0,nan,VKLAD,PRIJEM,nan
1311,5202.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
1311,14.4,nan,nan,PRIJEM,UROK
1311,5202.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
1311,25.4,nan,nan,PRIJEM,UROK
1311,5202.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
1311,25.4,nan,nan,PRIJEM,UROK
1311,5202.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
1311,25.4,nan,nan,PRIJEM,UROK
1311,5202.0,CD,PREVOD Z UCTU,PRIJEM,DUCHOD
1311,14.6,nan,VYBER,VYDAJ,SLUZBY
1312,1100.0,nan,VKLAD,PRIJEM,nan
1312,1200.0,nan,VKLAD,PRIJEM,nan
1312,1300.0,nan,VKLAD,PRIJEM,nan
1312,7.4,nan,nan,PRIJEM,UROK
1312,8000.0,nan,VKLAD,PRIJEM,nan
1312,1200.0,nan,VKLAD,PRIJEM,nan
1312,1300.0,nan,VKLAD,PRIJEM,nan
1312,36.5,nan,nan,PRIJEM,UROK
1312,5000.0,nan,VKLAD,PRIJEM,nan
1312,1200.0,nan,VKLAD,PRIJEM,nan
1312,1300.0,nan,VKLAD,PRIJEM,nan
1313,400.0,nan,VKLAD,PRIJEM,nan
1313,5842.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1313,5842.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1313,5842.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1313,5842.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1313,500.0,nan,VYBER,VYDAJ,nan
1313,5842.0,KL,PREVOD Z UCTU,PRIJEM,DUCHOD
1313,2655.0,UV,PREVOD NA UCET,VYDAJ,SIPO
1313,14.6,nan,VYBER,VYDAJ,SLUZBY
1313,85.6,nan,nan,PRIJEM,UROK
1313,300.0,nan,VYBER,VYDAJ,nan
1314,900.0,nan,VKLAD,PRIJEM,nan
1314,7100.0,nan,VKLAD,PRIJEM,nan
1314,5411.0,nan,VKLAD,PRIJEM,nan
1314,25.8,nan,nan,PRIJEM,UROK
1314,3900.0,nan,VKLAD,PRIJEM,nan
1314,5411.0,nan,VKLAD,PRIJEM,nan
1314,80.5,nan,nan,PRIJEM,UROK
1314,1900.0,nan,VYBER,VYDAJ,nan
1314,8116.0,nan,VKLAD,PRIJEM,nan
1314,115.2,nan,nan,PRIJEM,UROK
1314,2200.0,nan,VYBER,VYDAJ,nan
1315,600.0,nan,VKLAD,PRIJEM,nan
1315,26313.0,nan,VKLAD,PRIJEM,nan
1315,100.0,nan,VKLAD,PRIJEM,nan
1315,45.0,nan,nan,PRIJEM,UROK
1315,17542.0,nan,VKLAD,PRIJEM,nan
1315,6400.0,nan,VYBER,VYDAJ,nan
1315,132.1,nan,nan,PRIJEM,UROK
1315,17542.0,nan,VKLAD,PRIJEM,nan
1315,16500.0,nan,VYBER,VYDAJ,nan
1315,161.4,nan,nan,PRIJEM,UROK
1315,17542.0,nan,VKLAD,PRIJEM,nan
1316,900.0,nan,VKLAD,PRIJEM,nan
1316,6104.0,nan,VKLAD,PRIJEM,nan
1316,23.5,nan,nan,PRIJEM,UROK
1316,8900.0,nan,VKLAD,PRIJEM,nan
1316,6104.0,nan,VKLAD,PRIJEM,nan
1316,79.7,nan,nan,PRIJEM,UROK
1316,300.0,nan,VKLAD,PRIJEM,nan
1316,6104.0,nan,VKLAD,PRIJEM,nan
1316,113.4,nan,nan,PRIJEM,UROK
1316,3200.0,nan,VYBER,VYDAJ,nan
1316,6104.0,nan,VKLAD,PRIJEM,nan
1317,200.0,nan,VKLAD,PRIJEM,nan
1317,4022.0,IJ,PREVOD Z UCTU,PRIJEM,DUCHOD
1317,4022.0,IJ,PREVOD Z UCTU,PRIJEM,DUCHOD
1317,4022.0,IJ,PREVOD Z UCTU,PRIJEM,DUCHOD
1317,4022.0,IJ,PREVOD Z UCTU,PRIJEM,DUCHOD
1317,4022.0,IJ,PREVOD Z UCTU,PRIJEM,DUCHOD
1317,2681.0,GH,PREVOD NA UCET,VYDAJ,SIPO
1317,720.0,nan,VYBER,VYDAJ,nan
1317,14.6,nan,VYBER,VYDAJ,SLUZBY
1317,53.3,nan,nan,PRIJEM,UROK
1317,4022.0,IJ,PREVOD Z UCTU,PRIJEM,DUCHOD
1318,1000.0,nan,VKLAD,PRIJEM,nan
1318,7600.0,nan,VKLAD,PRIJEM,nan
1318,12138.0,nan,VKLAD,PRIJEM,nan
1318,69.1,nan,nan,PRIJEM,UROK
1318,6600.0,nan,VYBER,VYDAJ,nan
1318,18207.0,nan,VKLAD,PRIJEM,nan
1318,125.6,nan,nan,PRIJEM,UROK
1318,1700.0,nan,VKLAD,PRIJEM,nan
1318,12138.0,nan,VKLAD,PRIJEM,nan
1318,182.1,nan,nan,PRIJEM,UROK
1318,9400.0,nan,VYBER,VYDAJ,nan
1319,1100.0,nan,VKLAD,PRIJEM,nan
1319,3250.0,ST,PREVOD Z UCTU,PRIJEM,nan
1319,3250.0,ST,PREVOD Z UCTU,PRIJEM,nan
1319,3250.0,ST,PREVOD Z UCTU,PRIJEM,nan
1319,3250.0,ST,PREVOD Z UCTU,PRIJEM,nan
1319,2166.0,EF,PREVOD NA UCET,VYDAJ,SIPO
1319,3250.0,ST,PREVOD Z UCTU,PRIJEM,nan
1319,14.6,nan,VYBER,VYDAJ,SLUZBY
1319,62.7,nan,nan,PRIJEM,UROK
1319,3250.0,ST,PREVOD Z UCTU,PRIJEM,nan
1319,2166.0,EF,PREVOD NA UCET,VYDAJ,SIPO
1320,200.0,nan,VKLAD,PRIJEM,nan
1320,800.0,nan,VKLAD,PRIJEM,nan
1320,1200.0,nan,VKLAD,PRIJEM,nan
1320,4.3,nan,nan,PRIJEM,UROK
1320,9500.0,nan,VKLAD,PRIJEM,nan
1320,800.0,nan,VKLAD,PRIJEM,nan
1320,1200.0,nan,VKLAD,PRIJEM,nan
1320,35.0,nan,nan,PRIJEM,UROK
1320,3100.0,nan,VKLAD,PRIJEM,nan
1320,800.0,nan,VKLAD,PRIJEM,nan
1320,1200.0,nan,VKLAD,PRIJEM,nan
1321,1000.0,nan,VKLAD,PRIJEM,nan
1321,32672.0,UV,PREVOD Z UCTU,PRIJEM,nan
1321,3500.0,nan,VYBER,VYDAJ,nan
1321,56.8,nan,nan,PRIJEM,UROK
1321,32672.0,UV,PREVOD Z UCTU,PRIJEM,nan
1321,20600.0,nan,VYBER,VYDAJ,nan
1321,149.3,nan,nan,PRIJEM,UROK
1321,32672.0,UV,PREVOD Z UCTU,PRIJEM,nan
1321,27400.0,nan,VYBER,VYDAJ,nan
1321,187.2,nan,nan,PRIJEM,UROK
1321,32672.0,UV,PREVOD Z UCTU,PRIJEM,nan
1322,200.0,nan,VKLAD,PRIJEM,nan
1322,4847.0,YZ,PREVOD Z UCTU,PRIJEM,DUCHOD
1322,14.2,nan,nan,PRIJEM,UROK
1322,4847.0,YZ,PREVOD Z UCTU,PRIJEM,DUCHOD
1322,21.0,nan,nan,PRIJEM,UROK
1322,4847.0,YZ,PREVOD Z UCTU,PRIJEM,DUCHOD
1322,21.0,nan,nan,PRIJEM,UROK
1322,4847.0,YZ,PREVOD Z UCTU,PRIJEM,DUCHOD
1322,21.0,nan,nan,PRIJEM,UROK
1322,4847.0,YZ,PREVOD Z UCTU,PRIJEM,DUCHOD
1322,14.6,nan,VYBER,VYDAJ,SLUZBY
1323,800.0,nan,VKLAD,PRIJEM,nan
1323,33154.5,nan,VKLAD,PRIJEM,nan
1323,6200.0,nan,VYBER,VYDAJ,nan
1323,122.4,nan,nan,PRIJEM,UROK
1323,22103.0,nan,VKLAD,PRIJEM,nan
1323,10300.0,nan,VYBER,VYDAJ,nan
1323,119.3,nan,nan,PRIJEM,UROK
1323,22103.0,nan,VKLAD,PRIJEM,nan
1323,165.3,nan,nan,PRIJEM,UROK
1323,20400.0,nan,VYBER,VYDAJ,nan
1323,22103.0,nan,VKLAD,PRIJEM,nan
1324,500.0,nan,VKLAD,PRIJEM,nan
1324,6986.0,nan,VKLAD,PRIJEM,nan
1324,22.1,nan,nan,PRIJEM,UROK
1324,9000.0,nan,VKLAD,PRIJEM,nan
1324,4657.0,nan,VKLAD,PRIJEM,nan
1324,71.6,nan,nan,PRIJEM,UROK
1324,3400.0,nan,VKLAD,PRIJEM,nan
1324,4657.0,nan,VKLAD,PRIJEM,nan
1324,111.2,nan,nan,PRIJEM,UROK
1324,200.0,nan,VKLAD,PRIJEM,nan
1324,4657.0,nan,VKLAD,PRIJEM,nan
1325,1000.0,nan,VKLAD,PRIJEM,nan
1325,3258.0,YZ,PREVOD Z UCTU,PRIJEM,nan
1325,8200.0,nan,VKLAD,PRIJEM,nan
1325,31.5,nan,nan,PRIJEM,UROK
1325,3258.0,YZ,PREVOD Z UCTU,PRIJEM,nan
1325,6500.0,nan,VKLAD,PRIJEM,nan
1325,75.6,nan,nan,PRIJEM,UROK
1325,3258.0,YZ,PREVOD Z UCTU,PRIJEM,nan
1325,1100.0,nan,VYBER,VYDAJ,nan
1325,98.3,nan,nan,PRIJEM,UROK
1325,3258.0,YZ,PREVOD Z UCTU,PRIJEM,nan
1326,600.0,nan,VKLAD,PRIJEM,nan
1326,15800.0,nan,VKLAD,PRIJEM,nan
1326,6351.0,nan,VKLAD,PRIJEM,nan
1326,27.5,nan,nan,PRIJEM,UROK
1326,47687.0,nan,VKLAD,PRIJEM,nan
1326,22100.0,nan,VYBER,VYDAJ,nan
1326,9335.0,nan,VKLAD,PRIJEM,nan
1326,153.7,nan,nan,PRIJEM,UROK
1326,11455.0,nan,VKLAD,PRIJEM,nan
1326,22341.0,nan,VKLAD,PRIJEM,nan
1326,22700.0,nan,VYBER,VYDAJ,nan
1327,700.0,nan,VKLAD,PRIJEM,nan
1327,3183.0,CD,PREVOD Z UCTU,PRIJEM,nan
1327,3183.0,CD,PREVOD Z UCTU,PRIJEM,nan
1327,3183.0,CD,PREVOD Z UCTU,PRIJEM,nan
1327,3183.0,CD,PREVOD Z UCTU,PRIJEM,nan
1327,3183.0,CD,PREVOD Z UCTU,PRIJEM,nan
1327,2122.0,MN,PREVOD NA UCET,VYDAJ,nan
1327,14.6,nan,VYBER,VYDAJ,SLUZBY
1327,38.2,nan,nan,PRIJEM,UROK
1327,3183.0,CD,PREVOD Z UCTU,PRIJEM,nan
1327,2122.0,MN,PREVOD NA UCET,VYDAJ,nan
1328,500.0,nan,VKLAD,PRIJEM,nan
1328,3198.0,IJ,PREVOD Z UCTU,PRIJEM,nan
1328,12600.0,nan,VKLAD,PRIJEM,nan
1328,21.9,nan,nan,PRIJEM,UROK
1328,3198.0,IJ,PREVOD Z UCTU,PRIJEM,nan
1328,2700.0,nan,VKLAD,PRIJEM,nan
1328,76.1,nan,nan,PRIJEM,UROK
1328,3198.0,IJ,PREVOD Z UCTU,PRIJEM,nan
1328,1700.0,nan,VKLAD,PRIJEM,nan
1328,99.9,nan,nan,PRIJEM,UROK
1328,3198.0,IJ,PREVOD Z UCTU,PRIJEM,nan
1329,500.0,nan,VKLAD,PRIJEM,nan
1329,6354.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
1329,6354.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
1329,6354.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
1329,6354.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
1329,200.0,nan,VYBER,VYDAJ,nan
1329,26.8,nan,nan,PRIJEM,UROK
1329,6354.0,AB,PREVOD Z UCTU,PRIJEM,DUCHOD
1329,2425.0,IJ,PREVOD NA UCET,VYDAJ,SIPO
1329,300.0,nan,VYBER,VYDAJ,nan
1329,14.6,nan,VYBER,VYDAJ,SLUZBY
1330,300.0,nan,VKLAD,PRIJEM,nan
1330,27448.0,nan,VKLAD,PRIJEM,nan
1330,500.0,nan,VYBER,VYDAJ,nan
1330,34.1,nan,nan,PRIJEM,UROK
1330,18299.0,nan,VKLAD,PRIJEM,nan
1330,11300.0,nan,VYBER,VYDAJ,nan
1330,123.0,nan,nan,PRIJEM,UROK
1330,18299.0,nan,VKLAD,PRIJEM,nan
1330,16500.0,nan,VYBER,VYDAJ,nan
1330,145.7,nan,nan,PRIJEM,UROK
1330,18299.0,nan,VKLAD,PRIJEM,nan
1331,700.0,nan,VKLAD,PRIJEM,nan
1331,19834.0,nan,VKLAD,PRIJEM,nan
1331,2200.0,nan,VKLAD,PRIJEM,nan
1331,15.3,nan,nan,PRIJEM,UROK
1331,19834.0,nan,VKLAD,PRIJEM,nan
1331,9700.0,nan,VYBER,VYDAJ,nan
1331,101.8,nan,nan,PRIJEM,UROK
1331,29751.0,nan,VKLAD,PRIJEM,nan
1331,19700.0,nan,VYBER,VYDAJ,nan
1331,145.2,nan,nan,PRIJEM,UROK
1331,19834.0,nan,VKLAD,PRIJEM,nan
1332,700.0,nan,VKLAD,PRIJEM,nan
1332,3037.0,ST,PREVOD Z UCTU,PRIJEM,nan
1332,11500.0,nan,VKLAD,PRIJEM,nan
1332,32.8,nan,nan,PRIJEM,UROK
1332,3037.0,ST,PREVOD Z UCTU,PRIJEM,nan
1332,3100.0,nan,VKLAD,PRIJEM,nan
1332,77.6,nan,nan,PRIJEM,UROK
1332,3037.0,ST,PREVOD Z UCTU,PRIJEM,nan
1332,4300.0,nan,VKLAD,PRIJEM,nan
1332,106.7,nan,nan,PRIJEM,UROK
1332,3037.0,ST,PREVOD Z UCTU,PRIJEM,nan
1333,900.0,nan,VKLAD,PRIJEM,nan
1333,6786.0,nan,VKLAD,PRIJEM,nan
1333,6500.0,nan,VKLAD,PRIJEM,nan
1333,31.5,nan,nan,PRIJEM,UROK
1333,6786.0,nan,VKLAD,PRIJEM,nan
1333,300.0,nan,VKLAD,PRIJEM,nan
1333,75.4,nan,nan,PRIJEM,UROK
1333,10179.0,nan,VKLAD,PRIJEM,nan
1333,3800.0,nan,VYBER,VYDAJ,nan
1333,104.0,nan,nan,PRIJEM,UROK
1333,6786.0,nan,VKLAD,PRIJEM,nan
1334,1100.0,nan,VKLAD,PRIJEM,nan
1334,17853.0,nan,VKLAD,PRIJEM,nan
1334,1300.0,nan,VKLAD,PRIJEM,nan
1334,36.2,nan,nan,PRIJEM,UROK
1334,17853.0,nan,VKLAD,PRIJEM,nan
1334,9000.0,nan,VYBER,VYDAJ,nan
1334,99.9,nan,nan,PRIJEM,UROK
1334,17853.0,nan,VKLAD,PRIJEM,nan
1334,11900.0,nan,VYBER,VYDAJ,nan
1334,132.4,nan,nan,PRIJEM,UROK
1334,17853.0,nan,VKLAD,PRIJEM,nan
1335,300.0,nan,VKLAD,PRIJEM,nan
1335,12508.0,OP,PREVOD Z UCTU,PRIJEM,nan
1335,3800.0,nan,VKLAD,PRIJEM,nan
1335,22.3,nan,nan,PRIJEM,UROK
1335,12508.0,OP,PREVOD Z UCTU,PRIJEM,nan
1335,3100.0,nan,VYBER,VYDAJ,nan
1335,82.3,nan,nan,PRIJEM,UROK
1335,12508.0,OP,PREVOD Z UCTU,PRIJEM,nan
1335,8800.0,nan,VYBER,VYDAJ,nan
1335,114.1,nan,nan,PRIJEM,UROK
1335,18762.0,OP,PREVOD Z UCTU,PRIJEM,nan
1336,1100.0,nan,VKLAD,PRIJEM,nan
1336,10100.0,nan,VKLAD,PRIJEM,nan
1336,7600.0,nan,VKLAD,PRIJEM,nan
1336,100.0,nan,VKLAD,PRIJEM,nan
1336,4200.0,nan,VKLAD,PRIJEM,nan
1336,500.0,nan,VKLAD,PRIJEM,nan
1336,1800.0,nan,VKLAD,PRIJEM,nan
1336,2600.0,nan,VYBER,VYDAJ,nan
1336,2100.0,nan,VKLAD,PRIJEM,nan
1336,5100.0,nan,VYBER,VYDAJ,nan
1336,3600.0,nan,VYBER,VYDAJ,nan
1337,800.0,nan,VKLAD,PRIJEM,nan
1337,4711.0,nan,VKLAD,PRIJEM,nan
1337,7300.0,nan,VKLAD,PRIJEM,nan
1337,10.7,nan,nan,PRIJEM,UROK
1337,4711.0,nan,VKLAD,PRIJEM,nan
1337,3800.0,nan,VKLAD,PRIJEM,nan
1337,61.4,nan,nan,PRIJEM,UROK
1337,4711.0,nan,VKLAD,PRIJEM,nan
1337,500.0,nan,VYBER,VYDAJ,nan
1337,93.0,nan,nan,PRIJEM,UROK
1337,7066.0,nan,VKLAD,PRIJEM,nan
1338,400.0,nan,VKLAD,PRIJEM,nan
1338,6496.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
1338,18.2,nan,nan,PRIJEM,UROK
1338,6496.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
1338,28.7,nan,nan,PRIJEM,UROK
1338,6496.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
1338,28.7,nan,nan,PRIJEM,UROK
1338,6496.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
1338,28.7,nan,nan,PRIJEM,UROK
1338,6496.0,MN,PREVOD Z UCTU,PRIJEM,DUCHOD
1338,14.6,nan,VYBER,VYDAJ,SLUZBY
1339,1000.0,nan,VKLAD,PRIJEM,nan
1339,6490.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
1339,6490.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
1339,6490.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
1339,6490.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
1339,2200.0,nan,VYBER,VYDAJ,nan
1339,33.3,nan,nan,PRIJEM,UROK
1339,6490.0,OP,PREVOD Z UCTU,PRIJEM,DUCHOD
1339,2300.0,nan,VYBER,VYDAJ,nan
1339,14.6,nan,VYBER,VYDAJ,SLUZBY
1339,109.0,nan,nan,PRIJEM,UROK
1340,500.0,nan,VKLAD,PRIJEM,nan
1340,19943.0,nan,VKLAD,PRIJEM,nan
1340,2800.0,nan,VKLAD,PRIJEM,nan
1340,50.0,nan,nan,PRIJEM,UROK
1340,19943.0,nan,VKLAD,PRIJEM,nan
1340,9200.0,nan,VYBER,VYDAJ,nan
1340,120.8,nan,nan,PRIJEM,UROK
1340,29914.0,nan,VKLAD,PRIJEM,nan
1340,19600.0,nan,VYBER,VYDAJ,nan
1340,165.7,nan,nan,PRIJEM,UROK
1340,19943.0,nan,VKLAD,PRIJEM,nan
1341,600.0,nan,VKLAD,PRIJEM,nan
1341,29377.0,nan,VKLAD,PRIJEM,nan
1341,48283.0,nan,VKLAD,PRIJEM,nan
1341,26100.0,nan,VYBER,VYDAJ,nan
1341,154.3,nan,nan,PRIJEM,UROK
1341,11600.0,nan,VYBER,VYDAJ,nan
1341,217.3,nan,nan,PRIJEM,UROK
1341,6400.0,nan,VYBER,VYDAJ,nan
1341,217.3,nan,nan,PRIJEM,UROK
1341,19817.0,nan,VKLAD,PRIJEM,nan
1341,24593.0,nan,VKLAD,PRIJEM,nan
1342,1000.0,nan,VKLAD,PRIJEM,nan
1342,6319.0,nan,VKLAD,PRIJEM,nan
1342,20.7,nan,nan,PRIJEM,UROK
1342,9400.0,nan,VKLAD,PRIJEM,nan
1342,6319.0,nan,VKLAD,PRIJEM,nan
1342,73.5,nan,nan,PRIJEM,UROK
1342,2800.0,nan,VKLAD,PRIJEM,nan
1342,6319.0,nan,VKLAD,PRIJEM,nan
1342,122.0,nan,nan,PRIJEM,UROK
1342,2800.0,nan,VYBER,VYDAJ,nan
1342,6319.0,nan,VKLAD,PRIJEM,nan
1343,1100.0,nan,VKLAD,PRIJEM,nan
1343,34222.0,nan,VKLAD,PRIJEM,nan
1343,29.4,nan,nan,PRIJEM,UROK
1343,3700.0,nan,VYBER,VYDAJ,nan
1343,13809.0,nan,VKLAD,PRIJEM,nan
1343,151.3,nan,nan,PRIJEM,UROK
1343,9639.0,nan,VKLAD,PRIJEM,nan
1343,36800.0,nan,VYBER,VYDAJ,nan
1343,45040.0,nan,VKLAD,PRIJEM,nan
1343,22670.0,nan,VKLAD,PRIJEM,nan
1343,14.6,nan,VYBER,VYDAJ,SLUZBY
1344,700.0,nan,VKLAD,PRIJEM,nan
1344,16592.0,nan,VKLAD,PRIJEM,nan
